borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Bronx,Bathgate,01 One Family Dwellings,1,3030,65,A1,4455 Park Avenue,NA,10457,1,0,1,1622,1587,1899,1,A1,458000,2020-01-31T00:00:00Z
Bronx,Bathgate,01 One Family Dwellings,1,3030,67,A1,4451 Park Avenue,NA,10457,1,0,1,1646,1495,1899,1,A1,275000,2020-03-16T00:00:00Z
Bronx,Bathgate,01 One Family Dwellings,1,3030,70,A1,4445 Park Avenue,NA,10457,1,0,1,1694,1497,1899,1,A1,388500,2019-07-23T00:00:00Z
Bronx,Bathgate,01 One Family Dwellings,1,3039,29,A9,2327 Washington Avenue,NA,10458,1,0,1,1095,1260,1910,1,A9,110000,2019-12-06T00:00:00Z
Bronx,Bathgate,01 One Family Dwellings,1,3039,29,A9,2327 Washington Ave,NA,10458,1,0,1,1095,1260,1910,1,A9,165000,2020-03-02T00:00:00Z
Bronx,Bathgate,01 One Family Dwellings,1,3046,39,A1,2075 Bathgate Avenue,NA,10457,1,0,1,1986,1344,1899,1,A1,420000,2019-05-24T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,2912,149,B1,523 East 171 Street,NA,10457,2,0,2,2000,2400,1993,1,B1,505000,2019-11-14T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,2912,152,B1,517 East 171 Street,NA,10457,2,0,2,2000,2400,1993,1,B1,630000,2019-08-20T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,2927,119,B1,1497 Crotona Place,NA,10456,2,0,2,1900,2394,1994,1,B1,535000,2019-05-08T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3027,26,B2,414 East 178 Street,NA,10457,2,0,2,2000,2364,1899,1,B2,734000,2020-04-22T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3027,26,B2,414 East 178 Street,NA,10457,2,0,2,2000,2364,1899,1,B2,365000,2019-11-21T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3034,138,B1,1937 Washington Ave,NA,10457,2,0,2,2250,3204,1995,1,B1,645000,2020-01-28T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3045,110,B1,2044 Bathgate Ave,NA,10457,2,0,2,2785,2565,1998,1,B1,610000,2019-06-28T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3046,54,B2,2043 Bathgate Avenue,NA,10457,2,0,2,2483,1512,1901,1,B2,461370,2020-01-27T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3047,17,B3,2123 Bathgate Ave,NA,10457,2,0,2,2500,1404,1901,1,B3,629000,2020-04-24T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3050,39,B2,2249 Bassford Avenue,NA,10457,2,0,2,899,1716,1901,1,B2,500000,2019-09-19T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3050,64,B2,506 East 183 Street,NA,10458,2,0,2,1316,2112,1901,1,B2,477134,2019-08-01T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3050,90,B2,505 East 182 Street,NA,10457,2,0,2,1960,2278,1901,1,B2,360000,2019-08-19T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3053,4,B1,507 East 183 Street,NA,10458,2,0,2,1380,2805,1901,1,B1,440000,2019-10-24T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3053,5,B9,509 East 183rd Street,NA,10458,2,0,2,1420,2805,1901,1,B9,649500,2019-08-23T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3037,98,C0,2141 Washington Avenue,NA,10457,3,0,3,2670,2974,1899,1,C0,549855,2019-12-24T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3037,107,C0,459 East 181st Street,NA,10457,3,0,3,1095,2779,2006,1,C0,712400,2019-08-08T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3038,22,C0,460 E 183rd St,NA,10458,3,0,3,1485,1536,1910,1,C0,300000,2019-05-16T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3044,33,C0,1985 Bathgate Avenue,NA,10457,3,0,3,2022,2904,2000,1,C0,709670,2019-08-12T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3048,2,C0,2158 Bathgate Avenue,NA,10457,3,0,3,2633,1956,1901,1,C0,170000,2019-12-12T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3050,84,C0,2243 Bathgate Avenue,NA,10457,3,0,3,1562,3168,1901,1,C0,570000,2019-11-26T00:00:00Z
Bronx,Bathgate,07 Rentals - Walkup Apartments,2A,2904,41,C5,1583 Washington Avenue,NA,10457,6,0,6,3567,1944,1899,2,C5,462615,2019-06-25T00:00:00Z
Bronx,Bathgate,07 Rentals - Walkup Apartments,2,2927,14,C7,3782 3 Avenue,NA,10456,12,2,14,2500,9419,1931,2,C7,1800000,2020-01-29T00:00:00Z
Bronx,Bathgate,07 Rentals - Walkup Apartments,2B,3032,4,C1,2412 Webster Avenue,NA,10458,8,0,8,4336,9240,1909,2,C1,1400000,2020-01-16T00:00:00Z
Bronx,Bathgate,07 Rentals - Walkup Apartments,2B,3032,54,C1,4683 Park Avenue,NA,10458,8,0,8,4025,9600,1910,2,C1,203650,2020-02-24T00:00:00Z
Bronx,Bathgate,08 Rentals - Elevator Apartments,2,3050,70,D1,2277 Bathgate Avenue,NA,10457,89,0,89,19749,81676,2007,2,D1,4463828,2020-01-24T00:00:00Z
Bronx,Bathgate,22 Store Buildings,4,3028,17,K1,2008 Webster Avenue,NA,10457,0,1,1,9111,3035,1974,4,K1,900000,2019-08-23T00:00:00Z
Bronx,Bathgate,22 Store Buildings,4,3045,34,K1,510 East 180 Street,NA,10457,0,7,7,4909,4800,1931,4,K1,2000000,2019-10-11T00:00:00Z
Bronx,Bathgate,22 Store Buildings,4,3052,11,K1,4551 3 Avenue,NA,10458,0,4,4,5483,2680,1924,4,K1,19900000,2019-11-13T00:00:00Z
Bronx,Bathgate,27 Factories,4,2904,10,F5,3876 Park Avenue,NA,10457,0,1,1,7530,17955,1931,4,F5,860000,2019-05-08T00:00:00Z
Bronx,Bathgate,27 Factories,4,3029,37,F5,420 East 180 Street,NA,10457,0,1,1,1578,4731,1997,4,F5,250000,2019-06-20T00:00:00Z
Bronx,Bathgate,29 Commercial Garages,4,2899,1,G1,1732 Webster Avenue,NA,10457,0,2,2,5100,8804,1930,4,G1,2878500,2019-11-18T00:00:00Z
Bronx,Bathgate,29 Commercial Garages,4,3030,48,G2,2180 Webster,NA,10457,0,3,3,17190,17190,1931,4,G2,3950000,2019-07-23T00:00:00Z
Bronx,Bathgate,30 Warehouses,4,2897,24,E1,1620 Webster Avenue,NA,10457,0,2,2,93035,35490,1967,4,E1,33072265,2020-02-28T00:00:00Z
Bronx,Bathgate,30 Warehouses,4,2897,140,E1,1624 Webster Avenue,NA,10457,0,1,1,53060,30870,1950,4,E1,33072265,2020-02-28T00:00:00Z
Bronx,Bathgate,30 Warehouses,4,3040,31,E2,463 East 186th Street,NA,10458,0,1,1,5000,1500,1995,4,E2,915000,2019-06-12T00:00:00Z
Bronx,Bathgate,32 Hospital And Health Facilities,4,2923,27,I5,4137 3 Avenue,NA,10457,0,3,3,5515,9350,1931,4,I5,2580000,2019-09-16T00:00:00Z
Bronx,Bathgate,37 Religious Facilities,4,2907,6,M1,4044 Park Avenue,NA,10457,0,1,1,7500,12500,1925,4,M1,1301210,2019-07-29T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4707,75,A5,1146 E 213th Street,NA,10469,1,0,1,1786,1018,1945,1,A5,474900,2020-04-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4708,27,A5,1137 East 213 Street,NA,10469,1,0,1,2233,1637,1945,1,A5,300000,2019-10-16T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4709,25,A5,1135 East 214th Street,NA,10469,1,0,1,1710,1732,1945,1,A5,470000,2020-02-12T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4709,31,A5,1113 East 214 Street,NA,10469,1,0,1,1710,1890,1945,1,A5,339964,2019-09-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4714,32,A1,1409 Oakley Street,NA,10469,1,0,1,2375,1395,1935,1,A1,325000,2019-05-03T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4715,3,A9,1454 Stickney Place,NA,10469,1,0,1,1890,1690,1950,1,A9,460000,2019-09-04T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4723,59,A1,3480 Eastchester Road,NA,10469,1,0,1,3843,1216,1910,1,A1,480000,2020-04-21T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4724,21,A1,3453 Kingsland Avenue,NA,10469,1,0,1,2283,1112,1910,1,A1,440000,2020-01-06T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4725,22,A2,1483 Hicks Street,NA,10469,1,0,1,2375,1764,1915,1,A2,498200,2019-12-06T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4733,10,A5,3349 Bouck Avenue,NA,10469,1,0,1,1900,1254,1940,1,A5,425000,2019-09-09T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,27,A5,3333 Wilson Avenue,NA,10469,1,0,1,1900,1738,1940,1,A5,350000,2020-01-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,28,A5,3331 Wilson Ave,NA,10469,1,0,1,1900,1738,1940,1,A5,506000,2020-04-03T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,50,A5,3314 Bouck Avenue,NA,10469,1,0,1,1900,1567,1940,1,A5,315000,2019-12-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,55,A5,3324 Bouck Avenue,NA,10469,1,0,1,1900,1681,1940,1,A5,430000,2020-01-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,57,A5,3328 Bouck Avenue,NA,10469,1,0,1,1900,1681,1940,1,A5,420000,2020-01-22T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,81,A5,1294 Givan Avenue,NA,10469,1,0,1,1739,1280,1955,1,A5,270750,2019-07-19T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,112,A5,3276 Bouck Avenue,NA,10469,1,0,1,1800,1782,1955,1,A5,436000,2020-03-19T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,176,A5,1284 Givan Avenue,NA,10469,1,0,1,1899,1280,1955,1,A5,453200,2019-08-15T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4735,57,A5,3352 Wilson Avenue,NA,10469,1,0,1,1900,1681,1930,1,A5,548000,2020-03-23T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4735,57,A5,3352 Wilson Avenue,NA,10469,1,0,1,1900,1681,1930,1,A5,365040,2019-07-24T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4736,41,A5,3306 Fish Avenue,NA,10469,1,0,1,1900,1795,1935,1,A5,324480,2019-07-09T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4736,63,A5,3354 Fish Avenue,NA,10469,1,0,1,1775,1585,1935,1,A5,435000,2020-01-24T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4736,64,A5,3356 Fish Avenue,NA,10469,1,0,1,1775,1585,1935,1,A5,510000,2019-12-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4737,30,A5,3321 Fenton Avenue,NA,10469,1,0,1,2367,1330,1945,1,A5,548000,2019-12-05T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4739,20,A5,3221 Fish Avenue,NA,10469,1,0,1,2500,1748,1930,1,A5,550000,2019-09-12T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4740,40,A5,3224 Fish Avenue,NA,10469,1,0,1,2500,1736,1935,1,A5,515000,2019-07-31T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4741,27,A5,3211 Fenton Avenue,NA,10469,1,0,1,2050,1408,1920,1,A5,527000,2020-04-07T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4743,31,A5,3303 Eastchester Road,NA,10469,1,0,1,1800,1782,1950,1,A5,500000,2019-11-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4744,10,A5,3339 Mickle Avenue,NA,10469,1,0,1,1520,1440,1940,1,A5,450000,2019-09-06T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4745,23,A1,3315 Kingsland Avenue,NA,10469,1,0,1,3159,1320,1930,1,A1,450000,2019-10-18T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4745,39,A1,3310 Mickle Avenue,NA,10469,1,0,1,2375,1088,1920,1,A1,115000,2019-10-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4747,56,A9,3236 Eastchester Road,NA,10469,1,0,1,2150,1631,1965,1,A9,499550,2019-05-30T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,11,A5,3353 Gunther Avenue,NA,10469,1,0,1,1710,1539,1950,1,A5,485000,2019-07-17T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,24,A5,3327 Gunther Avenue,NA,10469,1,0,1,1710,1539,1950,1,A5,62891,2019-11-19T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,31,A5,3313 Gunther Avenue,NA,10469,1,0,1,1710,1539,1950,1,A5,520000,2019-08-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,42,A5,3306 Tiemann Avenue,NA,10469,1,0,1,1710,1890,1950,1,A5,460000,2019-08-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,49,A5,3320 Tiemann Avenue,NA,10469,1,0,1,1710,1890,1950,1,A5,375180,2020-01-24T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,66,A5,3354 Tiemann Avenue,NA,10469,1,0,1,1710,1539,1950,1,A5,323000,2019-05-03T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,66,A5,3354 Tiemann Avenue,NA,10469,1,0,1,1710,1539,1950,1,A5,515000,2020-01-21T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4751,54,A2,3328 Gunther Avenue,NA,10469,1,0,1,2090,948,1960,1,A2,265000,2019-05-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4751,54,A2,3328 Gunther Avenue,NA,10469,1,0,1,2090,948,1960,1,A2,499000,2019-07-25T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4751,64,A2,3350 Gunther Avenue,NA,10469,1,0,1,2090,948,1960,1,A2,300000,2019-08-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4751,64,A2,3350 Gunther Ave,NA,10469,1,0,1,2090,948,1960,1,A2,540000,2020-01-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4769,52,A5,3140 Tiemann Avenue,NA,10469,1,0,1,1963,1890,1960,1,A5,434000,2019-05-31T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4774,29,A1,3005 Wickham Avenue,NA,10469,1,0,1,1710,1690,1950,1,A1,400000,2019-10-16T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4774,120,A5,3027 Wickham Avenue,NA,10469,1,0,1,2660,1690,1950,1,A5,377000,2020-02-11T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4778,46,A5,3132 Grace Avenue,NA,10469,1,0,1,2890,1890,1960,1,A5,525000,2020-04-14T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4780,3,A5,3061 Grace Avenue,NA,10469,1,0,1,2653,1362,1960,1,A5,360000,2019-12-11T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4780,20,A5,3019 Grace Avenue,NA,10469,1,0,1,2653,1362,1960,1,A5,465000,2019-05-30T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4780,35,A5,3002 Ely Avenue,NA,10469,1,0,1,3056,1611,1960,1,A5,545000,2019-11-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4780,48,A5,3024 Ely Avenue,NA,10469,1,0,1,2651,1368,1960,1,A5,465000,2019-12-03T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4781,21,A5,3043 Edson Avenue,NA,10469,1,0,1,1723,1116,1955,1,A5,200000,2020-01-29T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4781,54,A5,3022 Grace Avenue,NA,10469,1,0,1,2487,1920,1955,1,A5,305000,2019-11-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4784,55,A5,2944 Mickle Avenue,NA,10469,1,0,1,1755,1116,1960,1,A5,275500,2019-07-18T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4784,55,A5,2944 Mickle Avenue,NA,10469,1,0,1,1755,1116,1960,1,A5,539000,2020-02-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4784,59,A5,2952 Mickle Ave,NA,10469,1,0,1,1755,1116,1960,1,A5,515000,2020-02-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4784,62,A5,2958 Mickle Avenue,NA,10469,1,0,1,1568,1116,1960,1,A5,485000,2019-10-08T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4787,56,A2,2820 Kingsland Avenue,NA,10469,1,0,1,3555,1045,1930,1,A2,310000,2019-11-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4794,45,A2,2830 Wickham Avenue,NA,10469,1,0,1,3333,1123,1930,1,A2,750000,2019-08-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4794,51,A1,2844 Wickham Avenue,NA,10469,1,0,1,2375,2310,1935,1,A1,540000,2019-09-18T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4881,63,A2,3331 Baychester Avenue,NA,10469,1,0,1,2500,686,1915,1,A2,300000,2019-06-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4881,95,A1,3344 Edson Avenue,NA,10469,1,0,1,2905,1260,1975,1,A1,445000,2019-08-02T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4886,37,A1,3411 Edson Avenue,NA,10469,1,0,1,2375,2255,1940,1,A1,340000,2019-11-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4886,70,A9,3409 Edson Avenue,NA,10469,1,0,1,7125,500,1970,1,A9,340000,2019-11-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4887,35,A1,3426 Edson Avenue,NA,10469,1,0,1,2500,1440,1925,1,A1,180000,2020-01-09T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4897,11,A5,1261 East 222 Street,NA,10469,1,0,1,2642,1690,1950,1,A5,304000,2019-09-17T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4898,41,A5,1802 Schieffelin Avenue,NA,10466,1,0,1,1850,1674,1955,1,A5,331606,2019-10-17T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4898,45,A5,1812 Schieffelin Avenue,NA,10466,1,0,1,1800,1534,1955,1,A5,440000,2019-08-01T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4898,55,A1,1224 East 224 Street,NA,10466,1,0,1,5000,1440,1910,1,A1,580000,2020-01-08T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4898,55,A1,1224 East 224th Street,NA,10466,1,0,1,5000,1440,1910,1,A1,210000,2019-05-29T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4900,9,A2,1117 East 222nd St,NA,10469,1,0,1,3900,920,1920,1,A2,499000,2019-08-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4902,8,A5,1175 East 223 Street,NA,10466,1,0,1,2325,1280,1950,1,A5,385000,2019-10-11T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4902,26,A2,1143 East 223 Street,NA,10466,1,0,1,2500,1800,1940,1,A2,465000,2019-11-25T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4903,6,A5,1177 East 224 Street,NA,10466,1,0,1,1935,1485,1950,1,A5,407000,2019-06-24T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4903,173,A5,1158 E. 225th Street,NA,10466,1,0,1,1952,1384,1961,1,A5,499000,2019-07-31T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4929,55,A1,1131 Grenada Place,NA,10466,1,0,1,3236,1276,1959,1,A1,475000,2020-02-04T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4934,30,A5,3916 Ely Avenue,NA,10466,1,0,1,2050,1204,1955,1,A5,375000,2019-05-22T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4934,61,A5,1173 Grenada Place,NA,10466,1,0,1,1530,1188,1941,1,A5,436800,2020-04-24T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4934,62,A5,1171 Grenada Place,NA,10466,1,0,1,1494,1188,1941,1,A5,288990,2019-12-26T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4934,134,A5,3926 Ely Avenue,NA,10466,1,0,1,2106,1268,1955,1,A5,550000,2019-05-16T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4939,12,A5,3883 Amundson Avenue,NA,10466,1,0,1,1800,1701,1957,1,A5,225000,2020-02-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4939,106,A5,3892 Seton Ave.,NA,10466,1,0,1,2042,1701,1958,1,A5,50000,2019-05-14T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4939,106,A5,3892 Seton Avenue,NA,10466,1,0,1,2042,1701,1958,1,A5,579000,2020-04-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4943,54,A1,3695 Secor Avenue,NA,10466,1,0,1,2856,1248,1925,1,A1,327000,2019-11-26T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4945,108,A1,2116 Garrett Place,NA,10466,1,0,1,2485,1092,1930,1,A1,392200,2019-05-21T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4946,15,A2,2176 Light Street,NA,10466,1,0,1,3500,2052,1930,1,A2,304000,2019-05-21T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4946,15,A2,2176 Light Street,NA,10466,1,0,1,3500,2052,1930,1,A2,557000,2020-03-12T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4946,18,A1,2186 Light Street,NA,10466,1,0,1,3000,1304,1930,1,A1,86000,2020-02-26T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4950,54,A5,3721 Rombouts Avenue,NA,10466,1,0,1,1800,1364,1925,1,A5,505000,2020-01-23T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4950,54,A5,3721 Rombouts Avenue,NA,10466,1,0,1,1800,1364,1925,1,A5,232500,2019-08-01T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4950,67,A1,3708 Dyre Avenue,NA,10466,1,0,1,2824,2032,1910,1,A1,322000,2020-01-28T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4951,72,A1,3718 Rombouts Ave,NA,10466,1,0,1,2500,1122,1925,1,A1,350000,2019-07-18T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4952,49,A1,3635 Provost,NA,10466,1,0,1,2910,1088,1925,1,A1,380000,2019-06-25T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4956,14,A5,3932 De Reimer Avenue,NA,10466,1,0,1,1995,1714,1959,1,A5,520000,2019-09-05T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4956,14,A5,3932 De Reimer Avenue,NA,10466,1,0,1,1995,1714,1959,1,A5,334620,2019-05-21T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4957,57,A1,3919 Murdock Avenue,NA,10466,1,0,1,2500,1534,1930,1,A1,505000,2019-09-05T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4958,76,A5,1333 East 233rd Street,NA,10466,1,0,1,1867,1152,1960,1,A5,453000,2019-07-25T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4958,79,A5,1327 East 233 Street,NA,10466,1,0,1,1404,1728,1960,1,A5,384000,2020-01-08T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4965,26,A1,3936 Harper Avenue,NA,10466,1,0,1,2375,1224,1910,1,A1,315000,2019-08-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4965,26,A1,3936 Harper Avenue,NA,10466,1,0,1,2375,1224,1910,1,A1,475000,2020-04-30T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4965,27,A1,3938 Harper Avenue,NA,10466,1,0,1,2375,1224,1910,1,A1,398000,2019-09-26T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4966,10,A1,4000 Pratt Avenue,NA,10466,1,0,1,2856,1566,1925,1,A1,455000,2019-06-14T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4969,39,A1,4042 Secor Avenue,NA,10466,1,0,1,2250,1376,1920,1,A1,470000,2019-05-15T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4971,29,A1,3996 Rombouts Avenue,NA,10466,1,0,1,4332,1304,1930,1,A1,459900,2020-01-31T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,11,A5,4032 Ely Avenue,NA,10466,1,0,1,1710,1152,1940,1,A5,330000,2019-06-07T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,11,A5,4032 Ely,NA,10466,1,0,1,1710,1152,1940,1,A5,535600,2020-02-28T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,16,A5,4042 Ely Avenue,NA,10466,1,0,1,1710,1152,1940,1,A5,390000,2020-03-17T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,23,A5,4056 Ely Avenue,NA,10466,1,0,1,1710,1152,1940,1,A5,480000,2019-09-05T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4981,44,A5,4088 Edson Avenue,NA,10466,1,0,1,1800,1798,1955,1,A5,330570,2019-06-03T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4981,44,A5,4088 Edson Avenue,NA,10466,1,0,1,1800,1798,1955,1,A5,530000,2020-01-10T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4981,59,A5,4069 Baychester Avenue,NA,10466,1,0,1,1350,1782,1960,1,A5,450000,2019-06-26T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4982,97,S1,4000 Baychester Avenue,NA,10466,1,1,2,1513,2229,1965,1,S1,365000,2019-09-05T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4983,44,A5,4096 Dereimer Ave,NA,10466,1,0,1,2340,1260,1950,1,A5,459285,2019-07-10T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4983,70,A5,4047 Wilder Avenue,NA,10466,1,0,1,2375,1920,1955,1,A5,495000,2019-07-25T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4984,73,A1,4043 Murdock Avenue,NA,10466,1,0,1,2500,1260,1925,1,A1,320000,2019-11-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4985,15,A5,4038 Murdock Avenue,NA,10466,1,0,1,1808,1741,1945,1,A5,475000,2019-08-29T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4987,77,A5,2141 Strang Avenue,NA,10466,1,0,1,2500,1902,1958,1,A5,526000,2020-03-23T00:00:00Z
