borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Queens,South Jamaica,01 One Family Dwellings,1,12175,54,A1,111-22 158th Street,NA,11433,1,0,1,1875,1331,1925,1,A1,320000,2019-08-22T00:00:00Z
Queens,South Jamaica,01 One Family Dwellings,1,12182,78,A2,112-01 Dillon Street,NA,11433,1,0,1,2700,677,1920,1,A2,594205,2019-09-09T00:00:00Z
Queens,South Jamaica,01 One Family Dwellings,1,12323,4,A1,112-01 167th Street,NA,11433,1,0,1,2500,1496,1935,1,A1,600000,2019-06-21T00:00:00Z
Queens,South Jamaica,01 One Family Dwellings,1,12323,11,A2,112-04 168th Street,NA,11433,1,0,1,1900,760,1940,1,A2,420000,2019-08-27T00:00:00Z
Queens,South Jamaica,01 One Family Dwellings,1,12323,48,A5,11211 167 Street,NA,11433,1,0,1,2867,760,1940,1,A5,350500,2019-07-31T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10039,7,B3,106-18 142nd Street,NA,11435,2,0,2,2280,1248,1915,1,B3,770000,2019-10-11T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10040,26,B3,105-40 Remington Street,NA,11435,2,0,2,2506,1224,1920,1,B3,532000,2019-05-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10040,76,B3,104-33 142nd Street,NA,11435,2,0,2,2508,1328,1920,1,B3,555000,2019-05-10T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10042,37,B3,105-47 Remington Street,NA,11435,2,0,2,2500,2231,1920,1,B3,750000,2019-11-01T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10045,23,B3,144-19 Tuskegee Airmen Way,NA,11435,2,0,2,2500,2006,1910,1,B3,771500,2019-05-24T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10048,10,B2,145-24 106th Avenue,NA,11435,2,0,2,2500,1908,1920,1,B2,510526,2019-10-10T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10050,1,B3,145-38 105th Avenue,NA,11435,2,0,2,2500,1518,1920,1,B3,593600,2019-12-09T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10054,14,B2,106-12 Waltham Street,NA,11435,2,0,2,3125,2144,2004,1,B2,780000,2019-06-21T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10067,97,B1,138-03 Lakewood Avenue,NA,11435,2,0,2,3198,4108,1960,1,B1,530000,2020-01-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10067,97,B1,138-03 Lakewood Avenue,NA,11435,2,0,2,3198,4108,1960,1,B1,340000,2019-10-14T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10071,10,B2,106-03 Remington Street,NA,11435,2,0,2,2000,2450,2003,1,B2,750000,2019-06-25T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10077,27,B3,144-11 Lux Road,NA,11435,2,0,2,2500,1404,1920,1,B3,750000,2020-01-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10078,39,B3,144-19 Lakewood Avenue,NA,11435,2,0,2,2600,2092,1920,1,B3,300000,2019-07-19T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10078,40,B2,144-21 Lakewood Avenue,NA,11435,2,0,2,2493,3420,2017,1,B2,300000,2019-07-19T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10079,32,B2,14503 107th Avenue,NA,11435,2,0,2,1773,2090,2007,1,B2,810000,2020-03-10T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10080,126,B2,145-11 Shore Avenue,NA,11435,2,0,2,2502,2040,2005,1,B2,1039214,2020-02-14T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10081,19,B3,734 Princeton Street,NA,11435,2,0,2,2500,1576,1915,1,B3,522835,2019-09-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10082,10,B2,145-48 Tuskegee Airmen Way,NA,11435,2,0,2,2100,2184,2006,1,B2,745000,2019-05-20T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10084,15,B2,107-32 Liverpool Street,NA,11435,2,0,2,2500,2197,1920,1,B2,649000,2019-12-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10086,16,B1,107-04 Waltham Street,NA,11435,2,0,2,2500,2000,1920,1,B1,832100,2019-10-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10086,24,B3,146-21 Shore Avenue,NA,11435,2,0,2,2500,1484,1920,1,B3,680000,2019-06-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10088,4,B2,106-41 Waltham Street,NA,11435,2,0,2,2500,1560,2002,1,B2,685000,2019-06-20T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10122,29,B2,154-17 107th Avenue,NA,11433,2,0,2,2002,2160,2000,1,B2,494022,2019-11-29T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10122,29,B2,154-17 107th Avenue,NA,11433,2,0,2,2002,2160,2000,1,B2,906541,2019-10-07T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10124,41,B2,106-35 156th Street,NA,11433,2,0,2,1567,1266,1910,1,B2,600000,2019-05-02T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10128,64,B2,106-35 160th Street,NA,11433,2,0,2,3999,1640,1910,1,B2,12500,2020-03-11T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10129,40,B2,106-57 Union Hall Street,NA,11433,2,0,2,1558,1710,1915,1,B2,445000,2019-11-25T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10129,40,B2,106-57 Union Hall Street,NA,11433,2,0,2,1558,1710,1915,1,B2,450000,2019-07-09T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10131,59,B2,150-15 Yates Road,NA,11433,2,0,2,1751,1592,1915,1,B2,335000,2019-05-31T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10132,58,B2,150-33 108th Avenue,NA,11433,2,0,2,2251,1828,1965,1,B2,660000,2019-05-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10133,146,B2,107-28 155th Street,NA,11433,2,0,2,2102,2108,1993,1,B2,350000,2019-11-22T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10134,43,B3,107-36 156th Street,NA,11433,2,0,2,2500,1640,1910,1,B3,732000,2019-10-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10140,2,S2,107-02 Guy R Brewer Blvd,NA,11433,2,1,3,2250,1822,1920,1,S2,605000,2020-02-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10142,64,B1,108-58 154 St,NA,11433,2,0,2,1916,1672,2002,1,B1,550000,2019-07-10T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10143,3,B2,108-43 154th Street,NA,11433,2,0,2,3233,2400,1992,1,B2,675000,2019-08-29T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10146,118,B2,108-05 157th Street,NA,11433,2,0,2,1000,960,2005,1,B2,505000,2019-10-31T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10149,10,B2,108-39 160 Street,NA,11433,2,0,2,3990,1280,1915,1,B2,385000,2019-10-21T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10161,25,B1,104-42 164th Street,NA,11433,2,0,2,2000,2700,2017,1,B1,824000,2019-08-08T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10161,29,B1,104-50 164 Street,NA,11433,2,0,2,2000,2700,2017,1,B1,851790,2019-10-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10161,30,B1,104-52 164th Street,NA,11433,2,0,2,2000,2000,1901,1,B1,385000,2020-02-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10162,44,B2,164-13 107th Ave,NA,11433,2,0,2,2400,1740,2006,1,B2,701500,2019-05-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10162,59,B1,104-45 164th Street,NA,11433,2,0,2,2000,1968,1901,1,B1,717000,2019-06-21T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10162,63,B1,104-37 164th Street,NA,11433,2,0,2,2000,1968,1901,1,B1,560038,2019-12-17T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10162,69,B1,104-25 164th Street,NA,11433,2,0,2,4000,1968,1901,1,B1,500000,2019-08-26T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10163,178,B2,104-31 164th Place,NA,11433,2,0,2,1266,1530,2006,1,B2,505000,2020-01-10T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10167,14,B2,107-33 164 Street,NA,11433,2,0,2,2500,1612,2000,1,B2,667200,2019-09-18T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10167,59,B3,164-19 108th Avenue,NA,11433,2,0,2,4000,2024,1931,1,B3,680000,2020-01-28T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10168,5,B3,164-27 108th Avenue,NA,11433,2,0,2,2500,1288,1920,1,B3,430000,2020-02-10T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10168,5,B3,164-27 108th Avenue,NA,11433,2,0,2,2500,1288,1920,1,B3,325000,2020-02-06T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10171,4,B2,108-53 Guy R Brewer Blvd,NA,11433,2,0,2,2000,1344,1920,1,B2,625000,2019-09-23T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10171,17,B3,10827 Guy R Brewer Boulevard,NA,11433,2,0,2,2650,1566,1925,1,B3,471510,2019-06-28T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10171,17,B3,108-27 Guy R Brewer Blvd,NA,11433,2,0,2,2650,1566,1925,1,B3,730000,2020-03-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10183,21,B2,109-18 167th Street,NA,11433,2,0,2,3800,3288,1930,1,B2,875000,2019-07-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10186,13,B3,16734 109th Avenue,NA,11433,2,0,2,2150,1264,1925,1,B3,565000,2019-06-06T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10186,34,B3,167-25 109 Rd,NA,11433,2,0,2,2646,1592,1925,1,B3,300000,2019-09-25T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10187,23,B3,168-19 110th Avenue,NA,11433,2,0,2,2262,1136,1925,1,B3,670000,2019-07-12T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10188,25,B3,109-17 169th Place,NA,11433,2,0,2,1870,1649,1920,1,B3,1108939,2019-09-12T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10188,25,B3,109-17 169th Place,NA,11433,2,0,2,1870,1649,1920,1,B3,417900,2019-12-06T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10190,38,B2,110-05 Guy R Brewer Boulevard,NA,11433,2,0,2,4000,2640,2017,1,B2,907987,2020-02-21T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10193,25,B3,110-40 166 Street,NA,11433,2,0,2,2800,1719,1935,1,B3,280000,2020-01-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10193,28,B3,110-44 166th Street,NA,11433,2,0,2,2800,1404,1935,1,B3,486720,2019-12-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10198,41,B2,110-29 167th Street,NA,11433,2,0,2,4000,3900,1988,1,B2,700000,2019-05-24T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10202,15,B2,163-34 Mathias Avenue,NA,11433,2,0,2,2881,1400,2018,1,B2,865000,2019-12-16T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10202,41,B3,163-43 Phroane Avenue,NA,11433,2,0,2,4000,1572,1925,1,B3,840000,2020-03-10T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10203,11,B2,163-30 Phroane Avenue,NA,11433,2,0,2,4000,2181,1925,1,B2,450000,2019-07-08T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10206,12,B3,111-35 168th Street,NA,11433,2,0,2,2375,1264,1940,1,B3,470000,2019-06-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10222,17,B2,168-42 Liberty Avenue,NA,11433,2,0,2,1980,1688,1920,1,B2,73000,2019-12-06T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10222,18,S2,168-44 Liberty Ave,NA,11433,2,1,3,1980,2120,1931,1,S2,650000,2020-03-20T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10224,3,B3,103-21 170th Street,NA,11433,2,0,2,2100,1056,1920,1,B3,599000,2019-08-12T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10224,9,B2,170-02 Liberty Avenue,NA,11433,2,0,2,1967,1732,1920,1,B2,215000,2019-08-08T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10226,86,B2,169-09 105th Avenue,NA,11433,2,0,2,2583,1787,2006,1,B2,673744,2020-04-20T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10228,14,B3,171-26 Liberty Avenue,NA,11433,2,0,2,1692,1280,1920,1,B3,495000,2019-12-17T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10229,12,B3,171-22 103rd Road,NA,11433,2,0,2,2650,1448,1920,1,B3,400000,2019-06-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10229,31,B2,171-27 104 Avenue,NA,11433,2,0,2,4000,2364,1920,1,B2,940000,2019-12-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10229,41,B1,103-41 171st Street,NA,11433,2,0,2,4000,2821,2017,1,B1,912950,2019-05-16T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10232,53,B3,173-29 103rd Road,NA,11433,2,0,2,2142,930,1920,1,B3,120000,2019-05-09T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10234,302,B1,173-15 105th Avenue,NA,11433,2,0,2,3000,1600,1920,1,B1,785000,2019-05-01T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10235,315,B1,173-26 105th Avenue,NA,11433,2,0,2,2500,1600,1935,1,B1,532000,2019-05-31T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10235,316,B1,173-28 105th Avenue,NA,11433,2,0,2,2500,1600,1935,1,B1,650000,2020-01-29T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10235,332,B3,173-56 105th Avenue,NA,11433,2,0,2,2000,1244,1925,1,B3,660000,2019-11-21T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10235,332,B3,173-56 105th Avenue,NA,11433,2,0,2,2000,1244,1925,1,B3,363575,2019-06-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10236,65,B2,168-21 106 Avenue,NA,11433,2,0,2,4220,2600,2004,1,B2,870000,2020-01-14T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10238,3,B3,106-05 169th Street,NA,11433,2,0,2,2000,2102,1930,1,B3,330000,2019-05-30T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10241,59,B3,171-35 107th Avenue,NA,11433,2,0,2,4000,1725,1925,1,B3,875000,2019-10-21T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10245,156,B2,10716 171 Street,NA,11433,2,0,2,2000,1924,1920,1,B2,465000,2019-12-06T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10252,61,B1,106-38 Ruscoe Street,NA,11433,2,0,2,2517,1600,1920,1,B1,252000,2019-09-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10252,73,B1,106-08 Ruscoe Street,NA,11433,2,0,2,2500,1600,1920,1,B1,262000,2020-03-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10254,46,B2,108-25 171st St,NA,11433,2,0,2,3000,1254,1930,1,B2,430000,2019-08-02T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10255,20,B3,108-28 172nd Street,NA,11433,2,0,2,4000,1984,1920,1,B3,850000,2019-07-30T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10255,22,B2,108-32 172nd Street,NA,11433,2,0,2,4000,2275,1960,1,B2,640000,2020-02-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10256,44,B3,108-27 172nd Street,NA,11433,2,0,2,2500,1659,1920,1,B3,680000,2020-02-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10256,51,B3,108-11 172nd Street,NA,11433,2,0,2,3000,1576,1920,1,B3,439500,2019-05-29T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10257,50,B2,108-08 174 Street,NA,11433,2,0,2,1729,1680,2005,1,B2,695000,2019-07-22T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10257,54,B3,108-18 174th Street,NA,11433,2,0,2,2650,2160,1920,1,B3,355000,2019-11-14T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10265,7,B2,173-11 110th Avenue,NA,11433,2,0,2,2373,2168,2005,1,B2,988837,2019-09-26T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10267,49,B3,109-28 176th Street,NA,11433,2,0,2,4000,1448,1920,1,B3,435000,2019-09-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10267,60,B2,10952 176th Street,NA,11433,2,0,2,1544,3552,2005,1,B2,493600,2019-12-30T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10332,31,B1,17751 105th Ave,NA,11433,2,0,2,2500,1600,1930,1,B1,30000,2019-10-09T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10333,68,B1,177-18 105th Avenue,NA,11433,2,0,2,2500,1600,1930,1,B1,625000,2019-10-28T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10333,75,B1,177-34 105th Avenue,NA,11433,2,0,2,2500,1600,1930,1,B1,755000,2019-09-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10334,15,B1,177-20 106th Avenue,NA,11433,2,0,2,2500,1600,1930,1,B1,745000,2019-09-09T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10334,53,B1,177-37 106 Road,NA,11433,2,0,2,2500,1600,1930,1,B1,765000,2020-01-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,10335,66,B1,106-53 Ruscoe Street,NA,11433,2,0,2,2500,1600,1930,1,B1,750000,2019-07-12T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11926,79,B2,139-03 111 Avenue,NA,11435,2,0,2,4003,2024,1960,1,B2,765000,2020-02-06T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11929,28,B3,109-84 142nd Street,NA,11435,2,0,2,4400,1610,1930,1,B3,590000,2019-09-23T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11929,30,B2,109-88 142nd Street,NA,11435,2,0,2,4400,1890,1950,1,B2,524399,2019-10-15T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11929,30,B2,109-88 142 Street,NA,11435,2,0,2,4400,1890,1950,1,B2,893000,2020-03-06T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11932,39,B2,10824 Inwood Street,NA,11435,2,0,2,3000,2600,1930,1,B2,660000,2019-09-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11932,39,B2,108-24 Inwood Street,NA,11435,2,0,2,3000,2600,1930,1,B2,620000,2019-05-09T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11933,27,B3,143-11 Ferndale Avenue,NA,11435,2,0,2,2376,1648,1930,1,B3,520000,2019-07-11T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11936,16,B3,14326 Glassboro Avenue,NA,11435,2,0,2,2338,1296,1920,1,B3,560000,2020-01-17T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11938,11,B3,145-20 Lakewood Avenue,NA,11435,2,0,2,3290,1520,1930,1,B3,350000,2019-09-12T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11950,376,B2,147-20 Glassboro Avenue,NA,11435,2,0,2,3000,2084,1940,1,B2,575000,2019-12-02T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11950,376,B2,147-20 Glassboro Avenue,NA,11435,2,0,2,3000,2084,1940,1,B2,102000,2019-07-23T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11954,52,B3,111-35 Van Wyck Expressway,NA,11435,2,0,2,4000,1350,1935,1,B3,560000,2020-04-08T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11956,22,B3,111-40 141st Street,NA,11435,2,0,2,4000,1444,1950,1,B3,437500,2020-01-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11957,41,B3,111-35 141st Street,NA,11435,2,0,2,3000,1296,1925,1,B3,550000,2019-05-29T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11958,50,B3,111-23 142nd Street,NA,11435,2,0,2,4000,1512,1950,1,B3,642000,2019-10-08T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11961,38,B3,111-13 145 Street,NA,11435,2,0,2,2500,1424,1930,1,B3,510000,2020-01-17T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11962,50,B3,111-12 146th Street,NA,11435,2,0,2,2400,1536,1930,1,B3,729000,2019-05-30T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11964,66,B3,111-67 147 Street,NA,11435,2,0,2,3000,1530,1930,1,B3,530000,2020-01-31T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11964,66,B3,111-67 Liverpool Street,NA,11435,2,0,2,3000,1530,1930,1,B3,450000,2019-11-20T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,11966,9,S2,113-04 Sutphin Blvd,NA,11435,2,1,3,3548,2720,1930,1,S2,700000,2020-01-16T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12141,19,B2,109-38 153rd Street,NA,11433,2,0,2,2000,1448,1920,1,B2,76050,2019-06-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12141,19,B2,109-38 153 Street,NA,11433,2,0,2,2000,1448,1920,1,B2,304200,2019-08-30T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12143,2,B2,109-17 153rd Street,NA,11433,2,0,2,1395,1732,2004,1,B2,660000,2020-04-30T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12143,125,B1,109-08 155th Street,NA,11433,2,0,2,2463,2000,2009,1,B1,800000,2019-09-12T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12144,1,B2,153-05 109 Drive,NA,11433,2,0,2,2000,1600,1998,1,B2,720000,2019-05-16T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12144,44,B2,153-19 109th Drive,NA,11433,2,0,2,3000,1700,2003,1,B2,850000,2019-09-23T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12145,5,B3,109-61 153rd Street,NA,11433,2,0,2,2000,1512,1915,1,B3,780000,2019-12-06T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12146,29,B1,155-17 110th Ave,NA,11433,2,0,2,2134,1820,2007,1,B1,812000,2019-05-09T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12148,8,B1,109-31 157th Street,NA,11433,2,0,2,3781,3140,2008,1,B1,515260,2019-05-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12148,15,B3,109-15 157th Street,NA,11433,2,0,2,3775,1728,1915,1,B3,730000,2019-05-31T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12160,5,B3,110-39 156th Street,NA,11433,2,0,2,2500,1188,1920,1,B3,688000,2019-10-23T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12164,22,B3,110-09 160th Street,NA,11433,2,0,2,3500,1360,1925,1,B3,610000,2019-10-07T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12164,175,B2,160-07 111th Avenue,NA,11433,2,0,2,2265,1360,2006,1,B2,606900,2019-05-22T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12171,16,B3,111-19 156th Street,NA,11433,2,0,2,2500,1216,1925,1,B3,715000,2019-07-11T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12174,8,B3,111-69 158th Street,NA,11433,2,0,2,2500,1488,1925,1,B3,443281,2020-02-10T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12174,104,B3,111-20 159th Street,NA,11433,2,0,2,2500,1248,1925,1,B3,700000,2020-03-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12175,38,B2,111-15a 157th Street,NA,11433,2,0,2,1875,2016,2004,1,B2,544934,2019-05-30T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12178,136,B3,112-32 Dillon Street,NA,11433,2,0,2,2091,944,1925,1,B3,613000,2019-12-20T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12178,225,B2,112-62 Dillon Street,NA,11433,2,0,2,4275,2340,1940,1,B2,610000,2020-01-09T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12178,233,B3,112-78 Dillon Street,NA,11433,2,0,2,4050,2750,1930,1,B3,730000,2019-10-31T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12181,17,B3,160-18 111th Avenue,NA,11433,2,0,2,2783,1669,1915,1,B3,650000,2019-05-13T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12181,18,B2,160-20 111th Avenue,NA,11433,2,0,2,3028,1725,2015,1,B2,730000,2019-06-04T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12183,6,B2,112-43 Dillon Street,NA,11433,2,0,2,3096,1880,1993,1,B2,500000,2020-03-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12183,18,B3,161-24 Mathias Avenue,NA,11433,2,0,2,2655,1326,1940,1,B3,789000,2019-09-03T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12183,32,B3,112-10 Guy Brewer Blvd,NA,11433,2,0,2,3336,1664,1940,1,B3,640000,2019-12-19T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12183,32,B3,112-10 Guy Brewer Blvd,NA,11433,2,0,2,3336,1664,1940,1,B3,637500,2019-06-11T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12320,60,B2,163-56 Sayres Avenue,NA,11433,2,0,2,3641,2150,1995,1,B2,637000,2019-11-12T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12324,12,B2,112-14 169th Street,NA,11433,2,0,2,4300,2112,1965,1,B2,900000,2020-01-27T00:00:00Z
Queens,South Jamaica,02 Two Family Dwellings,1,12324,12,B2,112-14 169th Street,NA,11433,2,0,2,4300,2112,1965,1,B2,600000,2019-10-02T00:00:00Z
Queens,South Jamaica,03 Three Family Dwellings,1,10043,20,C0,144-27 105th Avenue,NA,11435,3,0,3,2500,1784,1920,1,C0,819000,2019-11-18T00:00:00Z
